Global Rank,Institution,Country,Sector,Best Country Quartile
6064,"Universidad del Norte, Barranquilla *",COL,Universities,2
6064,Iskenderun Technical University,TUR,Universities,1
6064,Yunnan Astronomical Observatory,CHN,Government,1
6067,British University in Dubai,ARE,Universities,1
6067,Istanbul University Cerrahpasa *,TUR,Universities,1
6067,Beijing Tiantan Hospital,CHN,Health,1
6070,Lambung Mangkurat University,IDN,Universities,3
6070,National University of Modern Languages,PAK,Universities,2
6070,Affiliated Taizhou Hospital of Wenzhou Medical University,CHN,Health,2
6073,Institut de Recherche Dupuy de Lome,FRA,Government,2
6073,Gujarat Technological University,IND,Universities,1
6073,Galilee Medical Center,ISR,Health,2
6073,Toyohashi University of Technology,JPN,Universities,2
6073,Ethiopian Public Health Institute,ETH,Health,1
6073,Japan Atomic Energy Agency,JPN,Government,2
6073,Helmut Schmidt Universitat - Universitat der Bundeswehr Hamburg,DEU,Universities,3
6080,Ho Chi Minh City Open University,VNM,Universities,1
6080,Hospital Universitari de Girona Dr Josep Trueta,ESP,Health,3
6080,University of Fukui *,JPN,Universities,3
6083,Beijing Friendship Hospital,CHN,Health,2
6083,Agencia de Salut Publica de Barcelona,ESP,Health,3
6083,National Electronics and Computer Technology Center,THA,Government,1
6083,Kastamonu University,TUR,Universities,1
6083,Pingdingshan University,CHN,Universities,2
6088,King Hussein Cancer Center,JOR,Health,2
6088,Instituto de Investigaciones en Biodiversidad y Medioambiente,ARG,Government,1
6088,Centro Hospitalar de Vila Nova de Gaia e Espinho,PRT,Health,2
6088,Ewha Women University Medical Center,KOR,Health,3
6092,Beirut Arab University,LBN,Universities,2
6092,Universidade de Caxias do Sul,BRA,Universities,1
6092,Islamic University of Technology,BGD,Universities,3
6092,University of Mosul,IRQ,Universities,1
6096,Tamil Nadu Agricultural University,IND,Universities,1
6096,Samford University,USA,Universities,2
6096,Universidad Tecnologica de Pereira,COL,Universities,1
6096,Dalian Minzu University,CHN,Universities,2
6096,Laboratory of Instrumentation and Experimental Particle Physics,PRT,Government,1
6096,Universidad San Sebastian,CHL,Universities,1
6102,Sohag University *,EGY,Universities,2
6103,National Taitung University,TWN,Universities,2
6103,Huaibei Normal University,CHN,Universities,3
6103,Ecole des Hautes Etudes en Sciences Sociales *,FRA,Universities,2
6106,Institute for Breathing and Sleep,AUS,Non-Profit,3
6106,Acibadem University,TUR,Universities,1
6106,Chinese Academy of Geological Sciences *,CHN,Government,1
6106,Universidade Federal Rural do Rio de Janeiro,BRA,Universities,2
6106,Second Hospital of Xi'an Jiaotong University,CHN,Health,2
6111,Royal Hospital,OMN,Health,1
6111,National Rice Research Institute,IND,Government,1
6111,Agri-Food and Biosciences Institute,GBR,Government,3
6111,Information Engineering University,CHN,Universities,2
6111,Yanan University,CHN,Universities,3
6111,"Institut de Recherche en Sante, Environnement et Travail",FRA,Government,2
6117,"University of Illinois, Springfield",USA,Universities,3
6117,Hamamatsu University School of Medicine *,JPN,Universities,3
6117,VIT Bhopal University,IND,Universities,1
6117,Baptist Health South Florida,USA,Health,3
6121,Centro Cientifico Tecnologico Patagonia Norte,ARG,Government,1
6121,Mazandaran University of Medical Sciences,IRN,Universities,1
6121,Carleton College,USA,Universities,3
6124,Daegu University,KOR,Universities,2
6124,Norwegian School of Economics,NOR,Universities,2
6124,Akron Children's Hospital,USA,Health,3
6127,Escuela Politecnica Nacional,ECU,Universities,1
6127,Kerckhoff-Klinik GmbH,DEU,Health,3
6127,Universidad San Ignacio de Loyola,PER,Universities,1
6130,Al-Quds University,PSE,Universities,1
6130,The University of Vermont Medical Center,USA,Health,3
6130,Nagoya Institute of Technology,JPN,Universities,2
6130,Guangxi University of Science and Technology,CHN,Universities,2
6134,Instituto Milenio de Astrofisica,CHL,Government,1
6134,University of Danang,VNM,Universities,1
6136,Central University of Finance and Economics,CHN,Universities,1
6136,Sodertorn University,SWE,Universities,2
6136,Babasaheb Bhimrao Ambedkar University,IND,Universities,1
6139,Universidad Autonoma de Chihuahua,MEX,Universities,2
6139,Imam Khomeini Hospital,IRN,Health,1
6141,Widya Mandala Catholic University of Surabaya,IDN,Universities,1
6141,Universidad Adolfo Ibanez *,CHL,Universities,2
6141,Space Science Institute,USA,Non-Profit,1
6141,Islamic University of Madinah,SAU,Universities,2
6141,Universidade Federal de Alagoas,BRA,Universities,2
6146,Excellence Cluster ORIGINS,DEU,Government,1
6146,Kyoto Sangyo University,JPN,Universities,3
6146,Kannur University,IND,Universities,1
6149,Centre Internacional en Metodes Numerics en Enginyeria,ESP,Government,3
6149,An-Najah National University *,PSE,Universities,1
6151,Third Affiliated Hospital of the Beijing University of Chinese Medicine,CHN,Health,2
6151,"University of the South Pacific, Fiji",FJI,Universities,1
6151,Haute Ecole Specialisee Bernoise,CHE,Universities,3
6151,British Columbia Centre on Substance Use,CAN,Health,2
6151,Pacific Institute of Bioorganic Chemistry Russian Academy of Sciences,RUS,Government,1
6156,Kyiv National Economics University,UKR,Universities,1
6156,Technical University of Liberec,CZE,Universities,3
6156,Abubakar Tafawa Balewa University,NGA,Universities,1
6156,Sanford Health,USA,Health,3
6156,China Three Gorges Corp,CHN,Government,2
6156,Ramkhamhaeng University,THA,Universities,2
6156,Institute of Psychiatry and Neurology,POL,Health,3
6156,Tribhuvan University *,NPL,Universities,1
6164,University of the Philippines Los Banos,PHL,Universities,2
6164,Zhytomyr Polytechnic State University,UKR,Universities,1
6166,Universidade Federal de Campina Grande,BRA,Universities,2
6167,Azienda Ospedaliera San Camillo Forlanini,ITA,Health,4
6167,Jhpiego *,MUL,Non-Profit,2
6167,Kitano Hospital,JPN,Health,3
6170,University of Worcester,GBR,Universities,4
6170,Indian Institute of Technology Mandi,IND,Universities,1
6170,International Water Management Institute,MUL,Non-Profit,2
6173,"Technical University of Malaysia, Melaka",MYS,Universities,2
6173,"King Fahd University Hospital, Khobar",SAU,Health,3
6173,"University of the West Indies, St. Augustine Campus",TTO,Universities,1
6173,Kazakh National Medical University,KAZ,Universities,1
6173,Amrita Institute for Medical Science and Research,IND,Health,1
6173,Gakushuin University,JPN,Universities,3
6179,National Pingtung University,TWN,Universities,3
6179,West University of Timisoara,ROU,Universities,2
6179,Adnan Menderes University,TUR,Universities,1
6182,National Museum of Nature and Science,JPN,Government,1
6182,Abu Dhabi National Oil Co *,ARE,Companies,1
6182,University of West Florida,USA,Universities,3
6182,Research Institute of Petroleum Processing,CHN,Government,1
6182,University of Swabi,PAK,Universities,1
6182,University of Basrah,IRQ,Universities,1
6182,Aviation Industry Corporation of China *,CHN,Government,2
6182,Istituto di Geoscienze e Georisorse,ITA,Government,2
6182,Guangdong Provincial Laboratory of Chemistry and Fine Chemicals,CHN,Government,1
6191,Haluoleo University,IDN,Universities,3
6191,China Railway Engineering Corp *,CHN,Government,2
6191,American University of the Middle East,KWT,Universities,2
6191,Pavol Jozef Safarik University in Kosice,SVK,Universities,1
6191,Universidad Catolica del Maule,CHL,Universities,2
6191,Institute of Biophysics and Biomedical Engineering Bulgarian Academy of Sciences,BGR,Government,1
6191,Indonesian Computer University,IDN,Universities,2
6191,Bialystok University of Technology,POL,Universities,3
6191,Almazov National Medical Research Centre,RUS,Health,1
6200,Klinikum der Stadt Ludwigshafen,DEU,Health,4
6200,Hospital Costa del Sol,ESP,Health,3
6202,Complejo Hospitalario Regional Virgen Macarena,ESP,Health,3
6202,Geological Survey of Denmark and Greenland,DNK,Government,3
6202,Center for Health Technology and Services Research,PRT,Non-Profit,1
6202,Universidade Presbiteriana Mackenzie,BRA,Universities,2
6202,Bharati Vidyapeeth Deemed University,IND,Universities,1
6202,FPT University,VNM,Universities,1
6202,Zhongyuan University of Technology,CHN,Universities,2
6202,Wroclaw University of Economics,POL,Universities,3
6210,European University of Cyprus,CYP,Universities,1
6210,Bose Institute Kolkata,IND,Government,1
6210,Sultan Qaboos University Hospital,OMN,Health,1
6210,Instituto de Biologia y Medicina Experimental,ARG,Government,1
6210,Fundacion IBYME *,ARG,Non-Profit,1
6210,Ladoke Akintola University of Technology,NGA,Universities,1
6216,Sanjay Gandhi Postgraduate Institute of Medical Sciences,IND,Universities,1
6216,Center for Physical Sciences and Technology,LTU,Government,1
6218,Qiqihar University,CHN,Universities,2
6218,Fonds de la Recherche Scientifique,BEL,Government,4
6218,Dalarna University,SWE,Universities,3
6218,Central Plantation Crops Research Institute,IND,Government,1
6218,University of Venda,ZAF,Universities,3
6223,Leibniz-Institut fur Kristallzuchtung,DEU,Government,3
6223,University of Information Technology and Communications,IRQ,Universities,1
6223,National Medical Research Center of Cardiology,RUS,Health,1
6226,"University of Missouri, Saint Louis",USA,Universities,3
6226,Burapha University,THA,Universities,2
6226,Haramaya University,ETH,Universities,1
6226,University of Malakand,PAK,Universities,1
6226,Tribhuvan University Teaching Hospital,NPL,Health,1
6226,China Academy of Launch Vehicle Technology,CHN,Government,2
6226,Cawthron Institute,NZL,Government,2
6233,Sher-e-Kashmir University of Agricultural Sciences and Technology-Srinagar,IND,Universities,1
6233,Harran University,TUR,Universities,1
6233,Loma Linda University Medical Center,USA,Health,3
6233,Iran Polymer and Petrochemical Institute,IRN,Government,1
6233,Hospital Universitario San Cecilio,ESP,Health,3
6233,Shanghai Quantum Science Research Center,CHN,Government,1
6239,Muhammadiyah University of Surakarta,IDN,Universities,2
6239,Institute of Physics of the ASCR,CZE,Government,1
6239,Swiss Paraplegic Centre,CHE,Health,4
6239,University of Mysore,IND,Universities,1
6243,Shandong University of Finance,CHN,Universities,2
6243,North China Institute of Science and Technology,CHN,Universities,2
6243,National Institute for Research in Tuberculosis,IND,Health,1
6246,Universidad El Bosque,COL,Universities,1
6246,Instituto Tecnologico de Tijuana,MEX,Universities,2
6246,Madurai Kamaraj University,IND,Universities,1
6246,Universidad Nacional de Asuncion,PRY,Universities,1
6246,Laboratoire d'Energetique et de Mecanique Theorique et Appliquee,FRA,Government,2
6251,Korea Institute for Advanced Study,KOR,Government,1
6251,Fuwai Heart Hospital and Cardiovascular Institute,CHN,Health,1
6251,Universidad de Ciencias Medicas de La Habana *,CUB,Universities,1
6251,National university of technology,PAK,Universities,1
6255,Ochanomizu University,JPN,Universities,2
6255,Morgan State University,USA,Universities,3
6255,Ecole Nationale Superieure des Mines de Saint-Etienne *,FRA,Universities,3
6255,New York Botanical Garden,USA,Government,3
6255,"Universite Pantheon Sorbonne, Paris1 *",FRA,Universities,1
6255,State Grid Henan Electric Power Research Institute,CHN,Government,1
6255,Royal Society of Thailand,THA,Government,1
6262,MacDiarmid Institute for Advanced Materials and Nanotechnology,NZL,Government,1
6262,University of Zambia,ZMB,Universities,1
6262,Northern University of Malaysia,MYS,Universities,2
6265,Universite Paris Nanterre *,FRA,Universities,1
6265,"Chengdu Organic Chemicals Company Ltd, Chinese Academy of Sciences",CHN,Government,1
6265,Baker Hughes *,MUL,Companies,3
6268,Almaarefa University,SAU,Universities,2
6268,Karabuk University,TUR,Universities,2
6268,Shanghai Power Equipment Research Institute,CHN,Government,1
6271,Clark Atlanta University,USA,Universities,3
6271,University of Ilorin,NGA,Universities,1
6271,CESifo Group,DEU,Non-Profit,3
6271,Chongqing Jiaotong University,CHN,Universities,2
6271,Belarusian State University,BLR,Universities,1
6271,Westat Corp,USA,Companies,2
6277,Zealand University Hospital,DNK,Health,3
6277,Centro Nacional de Investigacion y Desarrollo Tecnologico,MEX,Universities,2
6279,Lebanese International University,LBN,Universities,1
6279,Shanxi Agricultural University,CHN,Universities,2
6279,Shanxi Medical University *,CHN,Universities,2
6279,University of Dubai,ARE,Universities,2
6283,Misr University for Science and Technology,EGY,Universities,2
6283,DePaul University,USA,Universities,2
6283,Hung Kuang University,TWN,Universities,3
6283,Urmia University of Medical Sciences *,IRN,Universities,1
6283,Mugla University,TUR,Universities,2
6288,Bucknell University,USA,Universities,3
6288,Izmir Biomedicine and Genome Center,TUR,Health,1
6288,International Centre of Insect Physiology and Ecology,KEN,Government,1
6288,South Valley University *,EGY,Universities,2
6292,Far Eastern Federal University,RUS,Universities,1
6293,Occidental College,USA,Universities,3
6293,Siirt University,TUR,Universities,1
6293,UCSI University,MYS,Universities,2
6293,Norwegian Geotechnical Institute,NOR,Government,3
6293,Youngstown State University,USA,Universities,3
6293,Ji Hua Laboratory,CHN,Government,2
6299,Kohat University of Science and Technology,PAK,Universities,2
6299,Helsinki Institute of Physics,FIN,Government,2
6301,Taiyuan University of Science and Technology,CHN,Universities,3
6301,Khoo Teck Puat Hospital,SGP,Health,3
6301,Hefei University,CHN,Universities,2
6301,National University Heart Centre Singapore,SGP,Health,3
6305,INSEAD *,FRA,Universities,2
6305,Escuela Superior Politecnica del Litoral,ECU,Universities,1
6305,Toyo University,JPN,Universities,1
6305,Centre de Recherche en Economie et Statistique,FRA,Government,3
6305,University of Sulaimani,IRQ,Universities,1
6310,Trinity University,USA,Universities,3
6310,Le Bonheur Children's Hospital,USA,Health,3
6310,Bennett University,IND,Universities,2
6310,Inje University Ilsan-Paik Hospital,KOR,Health,2
6314,Ecole Centrale de Lyon *,FRA,Universities,3
6314,Vasyl Stefanyk Precarpathian National University,UKR,Universities,1
6314,Kingston Health Sciences Centre,CAN,Health,3
6314,Princess Sumaya University of Technology,JOR,Universities,1
6314,International Center for Agricultural Research in the Dry Areas,MUL,Non-Profit,2
6314,Universidade Federal do Amazonas,BRA,Universities,2
6314,National Medical Research Center for Endocrinology,RUS,Health,1
6321,Al-Farabi Kazakh National University,KAZ,Universities,1
6321,"Institute of Earth Sciences, Academia Sinica",TWN,Government,2
6321,Universidade Federal de Ouro Preto,BRA,Universities,2
6321,German Jordanian University,JOR,Universities,1
6321,Corvinus University of Budapest,HUN,Universities,2
6321,Istituto Nazionale di Oceanografia e Geofisica Sperimentale,ITA,Government,3
6321,Ming Chuan University,TWN,Universities,3
6328,Minneapolis Heart Institute Foundation,USA,Health,2
6328,Norwegian School of Sport Sciences,NOR,Universities,3
6328,Walter Reed National Military Medical Center,USA,Health,3
6328,University of Notre Dame Australia,AUS,Universities,3
6328,"Laboratoire de Recherche en Genie des Procedes, Environnement, Agroalimentaire",FRA,Government,2
6333,Andhra University,IND,Universities,1
6333,Instituto Nacional de Psiquiatria Ramon de la Fuente,MEX,Health,2
6333,Hubei University of Education,CHN,Universities,2
6333,Institute of Space Technology,PAK,Universities,1
6333,Christopher Newport University,USA,Universities,3
6338,Instituto Tecnologico de Costa Rica,CRI,Universities,1
6338,Barnard College,USA,Universities,3
6338,Universidade Estacio de Sa,BRA,Universities,1
6338,Fayoum University *,EGY,Universities,2
6338,Bohai University,CHN,Universities,2
6343,Slovak University of Agriculture in Nitra,SVK,Universities,1
6343,National Changhua University of Education,TWN,Universities,3
6343,Sinai Hospital of Baltimore,USA,Health,3
6343,Xuchang University,CHN,Universities,2
6343,The Affiliated Hospital of Hangzhou Normal University,CHN,Health,1
6343,Frankfurt Institute for Advanced Studies,DEU,Non-Profit,2
6349,Tatung University,TWN,Universities,2
6349,Instituto de Fisica Enrique Gaviola,ARG,Government,2
6349,Tianjin First Central Hospital,CHN,Health,2
6349,Acadia University,CAN,Universities,3
6353,"St Mary's University, Twickenham",GBR,Universities,3
6353,University of the Incarnate Word,USA,Universities,3
6353,Sultan Idris University of Education,MYS,Universities,2
6353,"Daqing Oilfield Co Ltd, CN",CHN,Government,1
6353,Zhengzhou Tobacco Research Institute of CNTC,CHN,Government,1
6358,Institut Elie Cartan de Lorraine,FRA,Government,2
6358,Jashore University of Science and Technology,BGD,Universities,2
6358,University of Peradeniya,LKA,Universities,1
6361,State Grid Ningxia Electric Power Co,CHN,Government,2
6361,Thuy Loi University,VNM,Universities,2
6361,North China University of Water Conservancy and Electric Power,CHN,Universities,2
6361,Uskudar University,TUR,Universities,1
6361,Huaiyin Normal University,CHN,Universities,2
6366,Appalachian State University,USA,Universities,2
6367,Hawassa University,ETH,Universities,1
6367,Ministry of Health,ZMB,Health,1
6367,Stockholm School of Economics,SWE,Universities,3
6367,China Communications Construction Co *,CHN,Government,1
6367,Beijing Traditional Chinese Medicine Hospital,CHN,Health,2
6372,Estonian University of Life Sciences,EST,Universities,3
6373,Hunan University of Finance and Economics,CHN,Universities,3
6373,Liaoning Technical University,CHN,Universities,3
6373,Osaka Rosai Hospital,JPN,Health,1
6376,Jain University,IND,Universities,1
6376,University of Zimbabwe,ZWE,Universities,1
6376,Yunnan Minzu University,CHN,Universities,2
6379,Mahasarakham University,THA,Universities,2
6379,Public Authority for Applied Education and Training *,KWT,Government,1
6379,Gdynia Maritime University,POL,Universities,3
6379,Al-Ahram Canadian University,EGY,Universities,2
6383,Universidad Tecnologica Metropolitana,CHL,Universities,1
6383,Cracow University of Economics,POL,Universities,2
6383,Guru Nanak Dev University,IND,Universities,1
6383,First Affiliated Hospital of Henan University of Science and Technology,CHN,Health,2
6387,Milli Savunma University,TUR,Universities,2
6387,The First Affiliated Hospital of Fujian Medical University,CHN,Health,2
6387,MedStar Union Memorial Hospital,USA,Health,2
6390,Second Affiliated Hospital of Zhengzhou University,CHN,Health,2
6390,Kerman University of Medical Sciences,IRN,Universities,1
6390,Onassis Cardiac Surgery Center,GRC,Health,2
6393,Universidad ICESI,COL,Universities,2
6393,Second Affiliated Hospital of Nanchang University,CHN,Health,1
6393,Shanghai University of Finance and Economics,CHN,Universities,1
6393,Ecole Nationale d'Ingenieurs de Metz *,FRA,Universities,2
6393,Starship Children's Hospital,NZL,Health,3
6393,Instituto de Investigacion e Innovacion Biomedica de Cadiz,ESP,Health,3
6393,St Petersburg Pavlov State Medical University,RUS,Universities,1
6393,EDHEC Business School,FRA,Universities,2
6393,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,PAK,Universities,1
6402,Nicolae Testemitanu State University of Medicine and Pharmacy,MDA,Universities,1
6402,Mie University Hospital,JPN,Health,2
6402,Naval Medical Center San Diego,USA,Health,3
6405,University of Sri Jayewardenepura,LKA,Universities,1
6405,Bucheon St Mary's Hospital,KOR,Health,2
6405,Titu Maiorescu University,ROU,Universities,2
6405,Aoyama Gakuin University,JPN,Universities,2
6405,State Grid Chongqing Electric Power Research Institute,CHN,Government,1
6405,Jinling Institute Of Technology,CHN,Universities,2
6405,Central Salt and Marine Chemicals Research Institute,IND,Government,1
6412,Centro de Investigacion en Quimica Aplicada,MEX,Government,1
6412,Universidad Nacional de Quilmes,ARG,Universities,2
6414,"Audencia Nantes, School of Management",FRA,Universities,3
6414,National Institute of Technology Raipur,IND,Universities,2
6414,Ovidius University,ROU,Universities,2
6414,Arak University of Medical Sciences *,IRN,Universities,1
6418,Universidad de Pamplona,COL,Universities,1
6418,Pepperdine University,USA,Universities,2
6418,Applied Science Private University,JOR,Universities,2
6418,China Automotive Technology and Research Center,CHN,Government,2
6422,Universite Cheikh Anta Diop de Dakar,SEN,Universities,1
6422,"Centro de Investigacion Biomedica en Red de Salud Mental, Barcelona",ESP,Health,3
6422,National University of Tainan,TWN,Universities,2
6422,Japan Women's University,JPN,Universities,3
6426,Institute of Physics Polish Academy of Sciences,POL,Government,2
6426,Heilongjiang Academy of Agricultural Sciences,CHN,Government,2
6426,Yeungnam National University Medical Center,KOR,Health,2
6429,Northern Border University,SAU,Universities,3
6429,Reykjavik University,ISL,Universities,2
6429,Teikyo University Group Hospitals,JPN,Health,3
6429,Institute of Computer Science of the ASCR,CZE,Government,2
6429,Israel Oceanographic and Limnological Research *,ISR,Government,2
6434,Obuda University,HUN,Universities,2
6434,Islamic University of Gaza,PSE,Universities,1
6434,Holy Spirit University of Kaslik,LBN,Universities,1
6434,Shanghai Polytechnic University,CHN,Universities,2
6434,North China University of Science and Technology,CHN,Universities,2
6439,Universidad Antonio de Nebrija,ESP,Universities,3
6439,Academy of Scientific Research and Technology *,EGY,Non-Profit,1
6439,Ecole Nationale Superieure d'Ingenieurs de Caen et Centre de Recherche *,FRA,Universities,2
6442,British University in Egypt,EGY,Universities,2
6442,Biruni University,TUR,Universities,1
6442,Inter-American Development Bank,USA,Government,3
6442,Groupe d'Ecoles Nationales d'Economie et de Statistique *,FRA,Government,3
6442,Hochschule Aalen,DEU,Universities,3
6442,WSP Global *,MUL,Companies,2
6442,MacEwan University,CAN,Universities,3
6449,Medizinische Hochschule Brandenburg Theodor Fontane,DEU,Universities,3
6449,Qingdao University of Technology,CHN,Universities,2
6449,Ibaraki University,JPN,Universities,3
6452,Yuzuncu Yil University *,TUR,Universities,2
6452,Jawaharlal Institute of Postgraduate Medical Education and Research,IND,Universities,1
6452,ITER Organization,FRA,Non-Profit,2
6452,Nanjing University of Finance and Economics,CHN,Universities,2
6452,Instituto Tecnologico de Sonora,MEX,Universities,2
6452,JFE Steel Corp,MUL,Companies,4
6452,National Medical Research Center for Hematology,RUS,Health,1
6452,Deutsche Sporthochschule Koln,DEU,Universities,3
6452,"Universidad de Puerto Rico, Mayaguez",PRI,Universities,2
6452,Center for Theoretical Physics Polish Academy of Sciences,POL,Government,1
6452,Universitatea Valahia din Targoviste,ROU,Universities,1
6452,"University of New England, United States",USA,Universities,3
6452,FernUniversitat in Hagen,DEU,Universities,3
6465,Institut de Hautes Etudes Internationales et du Developpement,CHE,Universities,3
6465,Ecole des Mines d'Ales,FRA,Universities,2
6465,Komar University of Science and Technology,IRQ,Universities,1
6468,First Affiliated Hospital of Lanzhou University,CHN,Health,2
6468,Toyama University Hospital,JPN,Health,3
6468,Academic Center for Education Culture and Research *,IRN,Non-Profit,1
6468,Shizuoka General Hospital,JPN,Health,2
6472,Xi'an Technological University,CHN,Universities,3
6473,Pomona College,USA,Universities,3
6473,Ball State University,USA,Universities,3
6473,Ajman University of Science and Technology,ARE,Universities,2
6473,Pirogov Russian National Research Medical University,RUS,Universities,1
6477,Tashkent State Agrarian University,UZB,Universities,2
6477,Universidad Tecnologica Nacional *,ARG,Universities,2
6477,Universite Saint-Joseph *,LBN,Universities,2
6477,Universidad Michoacana de San Nicolas de Hidalgo,MEX,Universities,2
6477,Gheorghe Asachi Technical University of Iasi,ROU,Universities,2
6477,Guru Gobind Singh Indraprastha University,IND,Universities,1
6477,Universidade Federal do Rio Grande,BRA,Universities,2
6484,Anyang Normal University,CHN,Universities,2
6484,Kurashiki Central Hospital,JPN,Health,3
6484,South African Astronomical Observatory,ZAF,Government,2
6484,China West Normal University,CHN,Universities,2
6488,Tom Baker Cancer Centre,CAN,Health,3
6488,Universite Cadi Ayyad *,MAR,Universities,1
6488,Horbachevsky Ternopil State Medical University,UKR,Universities,1
6491,Atma Jaya Catholic University of Indonesia,IDN,Universities,2
6491,Barkatullah University,IND,Universities,1
6493,"State University of New York, College at Oswego",USA,Universities,3
6493,Yulin Normal University,CHN,Universities,2
6493,Det Norske Veritas *,MUL,Companies,3
6493,Mohammed VI Polytechnic University,MAR,Universities,1
6497,Universidade Federal de Mato Grosso,BRA,Universities,2
6498,University of Georgia,GEO,Universities,1
6499,Sathyabama Institute of Science and Technology,IND,Universities,1
6499,Libera Universita Internazionale degli Studi Sociali Guido Carli,ITA,Universities,2
6501,Inje University Busan-Paik Hospital,KOR,Health,3
6501,Kozminski University,POL,Universities,1
6501,Universite de Sfax,TUN,Universities,1
6501,Chiba Institute of Technology,JPN,Universities,2
6501,"Wesleyan University, Middletown",USA,Universities,3
6501,Canterbury Christ Church University,GBR,Universities,3
6507,GNS Science,NZL,Companies,2
6507,Diputacio de Lleida *,ESP,Government,2
6507,Jishou University *,CHN,Universities,2
6507,Westchester Medical Center,USA,Health,3
6507,Ecole d'Economie de Paris,FRA,Government,2
6507,Financial University Under the Government of the Russian Federation,RUS,Universities,1
6507,University Hospital Vinohrady,CZE,Health,3
6514,Kumaun University,IND,Universities,1
6514,Ahvaz Jundishapur University of Medical Sciences *,IRN,Universities,1
6514,Yunnan Normal University,CHN,Universities,2
6517,Institute of Himalayan Bioresource Technology,IND,Government,1
6517,Qinghai University *,CHN,Universities,2
6519,"Vietnam National University, Ho Chi Minh City",VNM,Universities,2
6519,First Affiliated Hospital of Nanchang University,CHN,Health,1
6519,Asian Development Bank *,MUL,Companies,2
6522,Okayama University of Science,JPN,Universities,3
6522,Arabian Gulf University *,BHR,Universities,1
6522,Petra Christian University,IDN,Universities,1
6525,Aryabhatta Research Institute of Observational Sciences,IND,Government,1
6526,The Queen Elizabeth Hospital,AUS,Health,3
6527,Eunpyeong St Mary's Hospital,KOR,Health,2
6527,Pontificia Universidade Catolica de Sao Paulo,BRA,Universities,2
6527,National Environmental Engineering Research Institute,IND,Government,2
6530,University General Hospital of Thessaloniki AHEPA,GRC,Health,3
6530,Management and Science University,MYS,Universities,2
6530,Sultan Zainal Abidin University,MYS,Universities,2
6530,Cheongju University,KOR,Universities,3
6534,National Centre for Nuclear Research,POL,Government,1
6534,Baskent University *,TUR,Universities,2
6534,Utah Valley University,USA,Universities,3
6537,China Classification Society *,CHN,Non-Profit,2
6537,Hang Seng University of Hong Kong,HKG,Universities,3
6537,The University of Northampton,GBR,Universities,4
6540,Heilongjiang University of Chinese Medicine,CHN,Universities,3
6540,Bay Area Environmental Research Institute,USA,Government,2
6540,Clinical Hospital Center Split,HRV,Health,2
6540,Institut fur Weltwirtschaft an der Universitat Kiel,DEU,Government,3
6544,Universidad Nacional del Sur *,ARG,Universities,2
6544,Universidad Central de Venezuela,VEN,Universities,1
6544,Rothman Institute,USA,Health,3
6544,Universidade Federal do Tocantins,BRA,Universities,2
6548,Universidad Privada del Norte,PER,Universities,1
6548,Zhejiang University of Finance and Economics,CHN,Universities,2
6548,National Institute of Mental Health,CZE,Health,3
6551,Anhui University of Finance and Economics,CHN,Universities,1
6551,Horus University,EGY,Universities,2
6551,Ozyegin University,TUR,Universities,1
6551,The Children's Hospital of Chongqing Medical University,CHN,Health,2
6555,State University of Gorontalo,IDN,Universities,3
6555,Tadulako University,IDN,Universities,3
6557,Toyama Prefectural University,JPN,Universities,2
6557,Sir Ganga Ram Hospital,IND,Health,1
6557,NingboTech University,CHN,Universities,3
6560,National Institute for Medical Research,TZA,Health,1
6560,University of Agriculture,PAK,Universities,2
6560,Naval Postgraduate School,USA,Universities,3
6563,Altinbas University,TUR,Universities,1
6563,University of Madras,IND,Universities,1
6563,XLIM Institute de Recherche,FRA,Government,2
6563,St John's Medical College Hospital,IND,Health,1
6563,"Southern University, Baton Rouge",USA,Universities,3
6563,Dumlupinar University,TUR,Universities,2
6569,Universite Mohammed Premier Oujda *,MAR,Universities,1
6569,Don State Technical University,RUS,Universities,1
6569,Universidade do Sul de Santa Catarina,BRA,Universities,1
6569,"Instituto Nacional de Cancerologia, Colombia",COL,Health,1
6573,Holland Bloorview Kids Rehabilitation Hospital,CAN,Health,3
6573,Sukkur IBA University,PAK,Universities,2
6573,Centre de Recherche de l'Institut Universitaire de Geriatrie de Montreal,CAN,Health,3
6576,"Universite des Antilles, Guadeloupe *",GLP,Universities,1
6576,National Center for Theoretical Sciences,TWN,Universities,1
6576,Monmouth University,USA,Universities,3
6576,Hanoi National University of Education,VNM,Universities,1
6576,Asian Institute of Technology,THA,Universities,2
6581,"JFE Steel Corp, Japan",JPN,Companies,3
6581,Satya Wacana Christian University,IDN,Universities,1
6581,University of Bisha,SAU,Universities,3
6581,Hebei Normal University,CHN,Universities,2
6585,Artvin Coruh University,TUR,Universities,2
6585,University of Montenegro,MNE,Universities,1
6587,Universidad Nacional del Centro de la Provincia de Buenos Aires *,ARG,Universities,2
6587,"First Institute of Oceanography, Ministry of Natural Resources",CHN,Government,2
6587,National Institute of Technology Warangal,IND,Universities,1
6587,Wuhan Children's Hospital,CHN,Health,2
6587,San Camillo IRCCS,ITA,Health,2
6587,Santa Casa de Misericordia de Porto Alegre,BRA,Health,2
6587,Institute of Cytology Russian Academy of Sciences,RUS,Government,1
6594,Universidade Estadual de Ponta Grossa,BRA,Universities,2
